Review
very useful products with less price thanks to Flipkart and also special thanks to delivery men who delivered in time and he is always smiling face with good gesture.
thanks 
charanjit saha
Not lasting 10-12 hours as it's being promoted.
super se v upar
good product
Very comfortable
Good product like pamper diaper
good priece
nice
69
ok
Worst product... previous order was good but form last two orders  I got a duplicate product..
good
very good prouct
thank to Flipkart
nice
good
good product...
good price
standard item
70
Good
grt
very bad quality...
terrific good tq flip kart
"Good product  ,on time delivery"
its a nice diaper.. but after 6 urination it starts to hang down. its not healthier for baby girl.
Product as expected. Delivery is satisfactory .
poor quality.
Best cofert
awesome
71
nyc
ok
good one
I AM HAPPY
Quality bad
good
Best for my baby
Good service thankyou so much
low qailty ...do not go . for your baby
very good
72
comfortable for babies
vgood
Just ok
Good product
good product
good
good
Very bad....dont buy this
wonderful
super producted
73
nice
excellent! very much satisfied
nice
"money waist plz dont buy this product ,,,,pampers is best"
"very good product, we are happy."
ok
product is good but delivered is too late but very good
good
very very very worst👎 product 
don't buy plz for ur little one 
attach images..
there is leakage in diapers
74
very good quality
outstanding
very good
awesome product
These are really good diapers. absorbing capacity is good and the duration they can hold is great. i keep ordering the same without any doubt. Huggies has improved their products a lot.
I am happy
Good product
good quality product
nice
veri veri good👍🏻👍🏻👍🏻
75
Good
top
good product on time delivery
nice
Product is too good
bad quality
not so good dont buy at all.
worst qulaity diapers...  m really very dissatisfied..
absolutely awesome
nice
76
Good
Good
Nice product
"Very low price , nice product"
Good
Nice product
just ok.
Very gud
Good
good
77
Good product but it's absorb only 4 hour
very realixeble and comfortable too baby..... happy this product
very good for baby
no absorption formula
good price for monthly need..
appropriate product
gud
Good
ok
"Compared to Mummy poko , i suggest huggies. Stays dry even after one night. Good product , least rashes."
78
good
Happy baby.
GOOD
very nice
Nice product from flipkart..
Good Quality
Good
so good delivery and me n my lo love Huggies
ok
ok
79
good
ok
nice.very good service thank you Flipkart.
good
thanks flipkart.... awesome product...
ok but not leakage proof
good product in reasonable price. thanks to flipcart for fast delivery
nice
Really Useless products and too nonsense. don't waste your money. leaking products and cottons are separated after 15 minutes of wearing. really bakwas. company.three is no return policy. Behench**** company.
Really unsatisfied products and such as useless. Nonsense.
80
good one
ok
reasonable price and very fast delivery.thank u
Very good product. High Quality.
Very soft
Not good product.....
perfect size value for money
good
nice one in the market.
Cheap and best product...I m happy
81
it's very comfortable my baby
ok product
bad product....
nice
Ok
perfect
nice
very good quality.....
nice fitted
very nice product for baby
82
nice product
good product
GOOD
Good
product quality is gud.
Good one go for it.
nice
good👍👍👍👍👍👍👍👍👍👍👍👍👍
Osm as always..
Nice
83
Great Value
good quality
good product
good product
excellent
perfect
nice
very good products and good delivery man
excellent
ok good
84
good
leaking only after 3 4 hours.
nice
Nice
best  deal
good quality
good product
prise rejenable i like it
good product
good
85
Very poor product compare with mummy poko pant.
good
Very nice product and hassle free home delivery.
"Arpita paul, Patna."
very good product
i like Huggies.. my baby very comfortable with it
Nice
Best product
nice
thank you flipcart for giving in very reasonable price
Awesome
86
good product nd delivery boy behaviour is very goog
Nice
good
delivery time is good.
good
good
out standing
Original product
its ok
not a l size
87
not so good...diaper has to be changed within 2-3 hrs of using..
nice product
good
good
nice product
this product is too good i just love it.....
Its very good
Nice
best product
awesome
88
ok
good product
nice product
soft
Really nice product and nice delivery
good
good
best
It Was Wonderful
Super
89
"very very good,"
super...
good
AWESOME MINDBLOWING FANTASTIC
superb product.. my baby is now 1year old till date nothing happened to my son. highly recommend
it's L size but very small & tight fit to my baby....
always good.
good
ok
Nice product
90
nice
Value for money
good
good
not to be good
good product ...soft and sweet smell
very good  product.thank you flipkark
good product
good
nice product
91
good 😊
good 👍
very good product
nice ..
good product thnkq Flipkart
good
good
supet
The first few were of the correct size. And the rest are wrong size
Good proudect
92
ok good product
good prouduct regular user of this product for my little hero
so bad
in this range v good .. u can purchase
just ok product
very bad
good
very nice product
good
V expensive compared to the malls.
93
good
good
same product delivered
good  product  no leaking
nice firing pants
very bad quality
good
nice
Very nice
Good..... thanks flipkart
94
very nice product.ill save money for this package
really low price.buy it
awesome product
Softer than others
Not good
good
good
gd product
ok
Loving it
95
Nice
Nice
nice product
its good.
nice fitting....thank you flipcart...
good
fast delivery by flipkart
"good but side leakage issue some times, kindly review ur quality check."
very nice
great quality
96
Good quality and value for money.
good
amazing
good
very good product
WORTH
very nice
very satisfied with this product
really awaome product
Awesome
97
Good
Excellent
not so good
very good
Not good🙈
good product
good
nice and good.
Soft and comfortable.
nice
98
good quality
Wonderfull
my baby is a very happy i love Flipkart
good
Delivered on time by Flipkart. Thank you so much!
value for money
ideal product
gud
super
good quality
Best among the rest..Used mamypoko before but this is better.Latest batch product and packaging is good..
99
best
very nice
"nice product, good offer thank you"
nice product
Good product
Comfort and absorbing diapers
nice
Good price
Nice good
good for all baby
100
good
delivery are very fast
good quality
nice
superb👌
Great smell and good product
Nice product and pricr
More of pieces are leaking
Great product and wao delivery by Flipkart.
Good
101
Good
good
good product
Very poor quality
good
Bad quality
best products trusted flipkart
not so good as pampers
thanks flipkart for  wonderful experience in Huggies diapers...
really nice
102
okay
good
Average product.
In time delivery... Thank U flipkart
ok
Nic
Very comfortable
bad quality leakage huggies
Good economic
Wrist Product. urine of baby linkage from the side of Diapers  .
103
Good
good
A good product
nice 👌👌
amazing pants
Good product
Leakeg problem
good product
superb.. best in market.. go with this.. highly recommend.. thanks Flipkart and team..
to good product
104
nice product and good service
"delivery executive is very much responsible, product is also good"
so comfortable
Delivery within time..
Very good product
excellent product
Very good
good
"Ghatiya products, Anytime leakeg problems waiste of money, don't buy again"
not satisfied
105
Not good...
nice
good
good
good
Good
Good
good job
Very excellent quality..
nice
106
good
good
firsrt time tried this one.its cmfrt my baby
nice product
good
Material is fine
very very nice
Very good product
nice product
super
107
good
product not reached on adddress
price is lil high
wrost product
v v bad damage products
not bad
good
very good product
wonderful but I found two nos. leakage paint .
diapers r good in quality but flipkart should try to deliver in short time
108
Good
ok
nice product
product is very good... I am happy
nice and excatly fit her boss
Awesome service and great quality really happy to be in flipkart family
value for money and sabse sasta from other ecommerce
super
good
Good
109
Good
Huggies delivery is nice but other kitchen products aren't so good.
good
Very nice product and 35% discount and free dilvary 😍😍
Nice picture
Awesome
Thanq flipcart
very good product
good products
bad products.
110
Best products
quite happy n satisfied with huggies..good going flipkart
ok product
Nice behaviour of delivery man but try to delivery 1or 2 days.So the customer not get any problem.
comfortable daiper for baby
Must buy..classy product..full comfort with my baby😍😍
Good
good
very bad product... work only 3 hours
good bat lasting not
111
The product is gud
Nice
Better than all
good
Very good
good product
it's ok rate
Good
good
"correctly delivered but few items are broken, music board are not working properly n also no sound. disappointed"
112
Not good product
product quality is really bad compared to others
Nice
good products
usefull n parfect pants
Good product. Delivered on time.
Huggies premium is more good then wonder pants
Good
Wonderful
nice product
113
good
nice product
Good
Gud Packing
good
super
VERY GOOD
Super
good
it agitates  some allergy
114
great
nice product
superb
Good
Wow very fast delivery
gud product
Ok kk
excellent
Very very good product .
good
115
Nice product
good
thanks
As usual prompt delivery service..Product is new and packed well.Manufacturing date was 10/18 and genuine product.
must
good
really nice product
fitting is really good
keeps baby dry for very long
low quality
wonderful
good product it is better then all brands
116
good product thanks for flipkart
good
Not good..
Its leak after 3 4 hour....
Money west...
thanks
good
i have not got this product till date and i have already got delivery msg..saying the product has been delivered..please inquire about the delivery office and the delivery person..what are they doing with the ordered product..though i have ordered in c.o.d payment method..if i have prepaid then i would have incurred a lose..
Nice
good prouduct
good
thanks for timely delivery....
117
Good
Nice......
3 n 4 hour used then likeag start .. very bad quality ..
very bad quality this time.
Good product in low cost
grt price
thank you
nice product
gd
very good product
118
ok report
wawooooo
liking issue arised
Nice
i want this product odisha district jaleswar city
so bed material.. too small size diper.. don't buy..
nice
not good quality
flipkart deliver is very fast. i order 14tn and i got 15tn deliver
product material is little hard compared to other (Pampers). Except this it is good and cheaper. Overall it is perfect.
119
fast delivery
nice
goood
Very good service
very nice I am very happy
Good product
good
good quality
"thank you for the service all the time , from Flipkart to delivery boy .."
Good
120
good for my baby
very good
Gud quality
good
Nice
good product
Huggies is always good and the best...  👌
"Worst product I've ever purchased online in my life... Huggies diaper is of very bad quality, it leaks only in 1.5 hrs. Baby got disturb bcoz of leakage problem so soon. Large size is not actually large but it is smaller as compared to momypoko pants and pampers....."
good
Looks Good
121
nice 👍👍
very nice 👌👌👌
thanks flip cart
value of money.?...
thanks
very bad product
nice pack
value for money .. on time delivery by flipkart with good package ... thank you Flipkart..
good
Good at this cost.
122
very good
GOOD PRICE
Very good
it is very good quality and very comfort for baby.
gud
Nice product
nice
delivery is so fast
thank you
nice dipper
Awesome product
123
Thanks for flipkart
super
Delivery is very good. But product quality is bad compared to pampers.
good
good
Best in class
super
I am happy
good product
Good
124
nice product
good
good
nice product ...........
"Wonder pants are not so good by design and leaks from everywhere considering baby's movements. After using Huggies ultra soft premium collection pants, wonder pants is nothing but waste i felt."
Very good products
very good quality
very nice diapers
Good
Good
125
best quality
baby use
Good
very good
nice
good
very good products
Good quality
I found this as a Good deal and authentic product. Have compared to other sites but it is good deal.
really nice product at this price
126
Very good
it's very fast
Bad product.
pack looks great! the only issue is you need to change diapers very frequently as compared to other brands. Overall for couple if hours it's okay!
Nice product and well time delivery by ekart.
nice
very comfortable
good product
not gud ... leakage problm
Nice product
127
very good
bad
nice product... good job flipcart
Ok
Good
gd quality....
it is old pack.....
waste product quality is very poor
Good
Very poor
128
not of Gud quality as compared to Manny poko pants
good product my son is very comfort wearing this Huggies pants deliver within 2 days thank you Flipkart
nice but much costly
nice
good
nice products
thank u flipkart. product of the quality is excellent. right on time delivery
good
not bad
good
129
very good
GOOD
good quality
Good product
only nice
very fast delivery
always great..no need to share any other view.. just awsome.
good
"Low quality, "
Think Ness is low
very nice product thanks for filpcart
130
nice to baby
verry bad
good
"worst quality..for selling old stock,giving some offer and clearing their stock... worst quality"
Good
ok
good
not so good.
Value for money.
good
131
ok product.
nice
good product
Good purchase
Good
it's ok
nice product
happy
very good. keep shopping
ok
132
Lightening delivery
Good
nic product
"Good price, good quality, thanks to Flipkart"
nice
good
fast delivery within one day
good one
Goos
Great
133
good product but costly
good
Settisfied this product 😊
must buy
On time delivery 😀
every time the rates are going up and up and up
every time the rates are going up and up and up
Juct ok
Good product
good
134
Huggies is best for baby's
nice
good
nc
good
good
orignal and ossam product nice product on flipcart .
excellent product
Good product with quick delivery
Super offer
135
not best but good
good
good
"worst experience ever .Useless product, poor quality"
good
fast delivery..  good
good
nice product
good
Not good quality as per last order
136
good product
good..worth buy
full product they didn't have gave me.
"right now I am going to out of station so ,and 30 pieces are given"
Very Gud Prodact
Good
Really very very bad product. It leaks within 1 hr
Good
value for money 
original
vgood
gud
137
delivery boy nature is so much good and product is also good
osam flipkart company before time delivery it's good.nice
good
very best
Very good product
nice
happy
thank you. filpkart  service is best and very fast. i am happy to service. my first choise for shopping is filpcart.
good
good
138
Not satisfied product
worst material comparison than other company of diaper
very good
nice product
good
good one with this price
very good
good
Nice product best price in market
I ordered it here because of low price 
dilivery also quick
139
Gud
good
nice product
good
good
Nic
my baby got rashes..
not better
nice
nice
140
nice one
Leakage is seen a lot
nice
good quality and perfect size
nice product
nice enjoy
good
ok
good product
good
141
Super
good
Its ok
nice
lots of damage diper in this packet
ok
nice product
Ok
good product
Very comport
142
Its ok.
nice....
good
Great
very good product
company policy is very very very bad for return this item 
On Genuine Region of Customer
There is no such thing that he will return his goods
without any loss
Old stock
ok
Gooood
gud
143
not much better
Nice
small size
it's nice
Good product..
Nice
not good it's leakage
good product
nice
Good
144
Good
good product
good product
"found it better then pampers, after a lot of peeing too it doesn't feel wet on both side"
Nice product.. Very good products
very pour quality. sides porsen leckeg.
good
good
Good
Good
145
good
Good. it does the job.
bad product
happy
Nice product
Happy
Very nice product and one day delivery... Thank you flipkart....
Good
Good Product
good
146
OK super
very fast delivery and safe items.
good product
"fast delivery,good product"
Early delivery within one day and Huggies is best as compared to any of its type like mammy poko or any...
Nice
good
quality is quite good
good
good pduct worthy
147
very bad experience with huggies
nice product
"good and comfortable for babies,"
gd product
fit as per my expectation
nice
very very very very very very very very very very very very good good good good good good good good good nice nice nice nice nice  nice nice nice nice nice nice nice thank you very much Filipkart
Thanks
very cheap quality product
ok. but old product..
148
good
nice
Leakage issue
nice product
Awesome
PRODUCT IS OK BUT PRESSING OF 60 PIES
good delivery...nice product
Product 0pen inside ur package
nice
very bad ...it remains wet n hardly works for 2 hrs
149
good
very third class quality
Good
good quality
good
not bad
service was very good
this product is very good for baby
good quality
good
150
amazing product
awesome
good product
good
Good
Nice product
"good, delivered in time"
best diaper
very good product manager
Nice
151
good
good timing delivery
I m impressed with flipkart... I love this site..
ok
good
"Good one, price is also best in the market. Delivery boy is so good"
good quality
low quality
very good product
"product is not good, don't buy this, likage problem,... pamper pants is far better in comprision to Huggies"
152
good
lovely
nice
go for it
Awesome ...
good
Good
thanks
ok
good and
153
Good ....
timely diliverd
good quality
better
Nice
very useful.... for my baby .thnx flipcart ..& product price is amazing
Everage
good
super but size over
great.
154
Very good
Very good product
it is best
Regular diapers nothing fancy about it
Not good.
Don't buy.
It was wet when the baby sleep on one side.
thank you flipkart
very good product
medium quality but nice
good for children
good
155
huggies always best
nice
batter product
better
good product but no cheap in market
its ok...
so bad
"Good product, price is a bit high, excellent delivery"
Good
nice
156
Good
very
good cualty product
good quality
good purchase
getting it at better price outside
gud priz
nice product
Good
excellent
157
delivery man very good
veryy nice
No better than pampers
Nice
good
good
Gud
awssome product
one of the cheap quality diaper
Quality is the worst I won’t use this and never recommend others for this product
158
not bad .....
Good
Nice
Super
The fit and quality is not so good as mommy poko pants.
wrost product.
Nice product
orignal
"timely delivery, good quality product. thanks everyone"
product is good.Timing and delivered on time
159
good but Huggies  ultra  soft L  is better
"Huggies Wonder Pants are so comfortable to my son,standard pants,no leakage over night,Thanks to flipkart."
socking capacity is very low....worst result.
To small
quality product
Very fast delivery...good
Good One
best product
Excellent
worst quality delivered. and return also not available
160
Good
good
good
ok
i m very  happy this product
average
Good quality product.thank u
.
Good for the amount
very nice
good
161
"Excellent product, my kid is more than a year, we have been using this from day 1, it's soft, soaks well and doesn't leak, highly recommended."
nice good quality
ok
leaks while baby sleeps one side. The size  is smaller compared to mamy pokopants...It's L size is equivalent to M size of mamy poko... It's fabric quality is also poor.
Received defective one as they are leaking right after 30mins to 1 hour use.
Nice
gud
Very good
poor quality
nice
162
no return offsan
very good first delivery
diaper is leakages when baby sleeping one side
average . not good than mamay poko pants
superv...
thanks filpkart delivered orgnal product
nice
very good
Wow supar
the best quality
163
The product quality is worst
great deal on a Diaper
Thanks Flipkart
Nice Products
too good
good diaper's baby
nice product...
vry good
good one
nice
Good Product
164
goood
good item.....
Good product for kids
very nice
Very good Flipkart's team.
Good product with fast delivery
good
good product... excellent
Very good delivered
nice products
165
good product
delivery  is too good
nice product...
good one
Vere bed product for huggies
Leakage and bad quality
not bad
good
good
Good product
166
fast delivery...
very nice product
Good
I ordered always Huggies Diapers.But this time I observed that by using huggies RASHES has created on my KID.SO I THROW OUT ALL DIAPERS. This time very bad quality
Good Product
very good
Good
Good
Not Good
really savemoney
167
very nice
True shopping
the product causes rashes.
very nice... thanks Flipkart
As Expected 👍
Good product
Not good
always good
very poor quality
quality is very bad yaar
168
nice
good
it's quality too bad
fast delivery.nice product thank you Flipkart
worst quality
Good service
Very good items
Very bad quantity.it is leaked.Iam your valuable customer. I am very upset
Nice product no leakage problem thanks flipkart
Good
169
Best
thanks &very good
good quality
original product
ok
leakage problem..
quality good
delivery too fast as campare than other
good
good I like it
170
Good product and quickly delivery thank flipkart and ekart
nice products
Waste of money
awesome purchase!!
good
Good
very good
not bad
nice
good
171
goof
ok
good delivery
Excellent
good product
"never purchase it, won't last more than 6 hrs."
"Delivered in time, very responsible, responsive and co operarive delivery person."
gd  product
It makes rashes sometime.
good
172
very good diapers
Nice
good product
lickage problem.
licking from side as elastic for holding legs is loose
pampers is too Gud...................
ok
ok
great prodaks
price is higher than previous order but delivery is too fast
fast delivery good
173
nice one
Good
Nice
quality products
good
super super
not bad
not working more than 4-5hrs
Good
good product
174
gòod product
good price in Flipkart
nice
good product
worse producte
Good
Nice
Raho Befikar
Nice Product.
nice
Good for baby's
175
awesome .... fabulous...mind blowing
got at a grt discount 🙏💕 flipkart
good
nice
good deal.
good
supperrr
good
good
good job & excellent quality
176
Not baad
Happy
very good
good
good quality
leakage for short period
not satisfied by the quality of diapers
Regular use product
small in size
Good
177
nice
not bad just ok
very good
BEST
Good and received as the estimated date and the packing and quality both are good
Good as i expected
good product
Good
Ok
Good
178
good quality
Nice
nice product
very bad quality confused if orginal or not the diaper leaks within 2 hours Flipkart should check on the quality plus the vendor. don't buy this product
nice
good
Fine
Worst product.
Good!
cool
179
sexy
very good
good product
Good
very good..
good
good
nice
very nice
Supperrrrrrbbb
180
Of course it leaks wen the baby sleeps turn. Y this happening.
good
very nice
satisfied
It's a huge benefit able for me
nice
I got a before time delivery and the product was genuine and safely packed.
Nice product
Good quality
good
181
likage prob nd Huggies large size is like medium sized mummy poko 
Mummy poko is better
Thanks for best best services 🙏 🙏 🙏 🙏
good product
very nice
very bad
nice
gud
nice
as expected...
very nice.
182
Good
comfortable
Their have so many licked products.
really good
very good product
The quality of the product is very low.
very nice diapers
ITS GOOD.
nice
amazing
183
gOOD
good product nice one
very gud
nice......
Xellent product..Rapid delivery ..Thanks Flipkart
nice
Mind blowing purchase
Quick delivery
Super Product...☺️
good one
184
gud
nice and good product...
its very good quality thanks flipcart
Low quality
"leak very soon within 5 hrs compare to mammy poko pants. mamy poko pants can easily  last for  10 hrs. i purchasd huggies large size  and suddnly thot  dat how my baby started peeing more aftr i purchased huggies 😁😁... bt jokes apart, i am totaly disappointed vth quality issue.. i doubt dat they might b using less soaking material inside. comparetivly how much they need for large size.."
vary bad
good
very bad product
Good
good
185
good product
Good
best
very nice
Very good
Thanks a lot your service is quite remarkable
Nice product Value of money
nice
good
Good and compact to my baby thanks HUGGIES
186
nice
superrb
good
nice rate
Delivered within promised time.
Not bad
good
good
Good Diapers with less price
good job
187
satisfied with this product
just do the job.
thanks for fast response
Gud quality
go
good
nice
nyc
good
good
188
nice products over all.
best service
